HEADER-DHCPOPTION,STATUS,OBJECTTYPE,OBJECT,OPTIONSPACE,OPTIONCODE,OPTIONVALUE
HEADER-DHCPNETWORK,STATUS,OBJECT
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.160.34.0/24,DHCP,43,f1:04:0a:a0:0b:09
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.76.0/22,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:05:03:19:73:64:6c:70:3a:2f:2f:31:30:2e:32:31:30:2e:32:37:2e:31:36:3a:31:38:34:34:33:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.72.0/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:05:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.208.102.160/27,DHCP,43,30:78:30:61:32:34:30:35:30:64
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.203.2.0/24,DHCP,43,f1:04:0a:cb:02:0f
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.40.26.0/25,DHCP,43,3a:02:02:1d:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.40.27.0/24,DHCP,43,3a:02:00:19:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.40.28.0/25,DHCP,43,3a:02:02:1d:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.40.44.0/24,DHCP,43,3a:02:00:19:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.40.46.0/24,DHCP,43,3a:02:00:19:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.40.48.0/22,DHCP,43,3a:02:00:19:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.40.54.0/23,DHCP,43,3a:02:02:1d:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.40.47.0/24,DHCP,43,3a:02:00:19:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.40.40.128/25,DHCP,43,3a:02:02:1d:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.40.52.0/25,DHCP,43,3a:02:00:19:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.40.59.192/26,DHCP,43,3a:02:02:1d:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.203.103.192/26,DHCP,43,3a:02:00:19:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.40.40.0/27,DHCP,43,3a:02:00:19:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.203.10.32/27,DHCP,43,3a:02:02:50:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.80.89.0/27,DHCP,43,f1:04:0a:24:05:0d
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.27.8.0/25,DHCP,43,01:07:53:69:65:6d:65:de:73:02:04:00:00:01:4b:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.28.0/22,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:03:19:73:64:6c:70:3a:2f:2f:31:30:2e:32:31:30:2e:32:37:2e:31:36:3a:31:38:34:34:33:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.10.0/23,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.0.0/24,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.14.0/24,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.16.0/24,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.36.0/22,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.18.0/24,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.33.0/24,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.47.0/24,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.1.0/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.1.128/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.3.0/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.3.128/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:4b:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.8.0/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.8.128/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.12.128/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:4b:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.15.0/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.15.128/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.17.128/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.23.128/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.63.0/25,DHCP,43,f1:04:0a:d2:3f:0f
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.2.192/26,DHCP,43,f1:04:0a:29:24:0f
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.4.0/26,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.4.64/26,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.4.128/26,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.4.192/26,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.6.0/26,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:4b:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.6.128/26,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:4b:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.13.64/26,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.27.8.192/27,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.5.64/27,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:4b:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.7.64/27,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:4b:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.7.128/27,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:4b:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.7.192/27,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:4b:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.7.224/27,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.104.32/27,DHCP,43,31:30:2e:32:31:30:2e:31:30:34:2e:32:35
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.68.98.0/24,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:00:64:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.80.6.0/23,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:00:64:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.80.9.0/24,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:03:19:73:64:6c:70:3a:2f:2f:31:30:2e:32:31:30:2e:32:37:2e:31:36:3a:31:38:34:34:33:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.80.43.0/24,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:00:64:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.80.47.128/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:00:64:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.87.64.128/25,DHCP,43,f1:04:0a:57:41:87
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.194.0/23,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:03:19:73:64:6c:70:3a:2f:2f:31:30:2e:32:31:30:2e:32:37:2e:31:36:3a:31:38:34:34:33:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.193.0/24,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:02:db:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.197.0/24,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:02:db:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.198.0/24,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:02:db:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.202.0/24,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:02:db:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.196.0/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:02:db:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.196.128/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:02:db:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.199.0/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:02:db:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.200.128/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:02:db:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.201.0/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:02:db:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.201.128/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:02:db:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.27.12.64/26,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:02:db:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.40.70.0/24,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:02:ae:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.40.72.0/24,DHCP,43,f1:04:0a:d2:3f:0f
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.202.2.0/24,DHCP,43,f1:04:0a:d2:3f:0f
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.202.117.0/24,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:03:19:73:64:6c:70:3a:2f:2f:31:30:2e:32:31:30:2e:32:37:2e:31:36:3a:31:38:34:34:33:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.124.34.128/25,DHCP,43,31:30:2e:31:32:34:2e:33:33:2e:37:30
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.87.124.0/23,DHCP,43,f1:04:0a:43:57:05
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.26.70.112/29,DHCP,43,f1:04:0a:1a:45:14
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.20.4.0/26,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:00:68:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.20.5.0/24,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:00:68:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.20.8.0/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:00:a1:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.20.8.128/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:00:a1:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.20.9.0/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:00:a1:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.20.9.128/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:00:a1:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.20.10.0/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:00:68:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.20.10.128/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:00:a1:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.20.11.0/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:00:a1:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.132.0/22,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:00:a1:03:19:73:64:6c:70:3a:2f:2f:31:30:2e:32:31:30:2e:32:37:2e:31:36:3a:31:38:34:34:33:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.144.0/24,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:00:a1:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.136.0/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:00:68:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.136.128/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:00:68:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.137.0/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:00:a1:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.20.4.192/26,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:00:a1:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.27.13.0/26,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:00:a1:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.140.128/26,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:00:a1:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.141.0/26,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:00:a1:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.129.32/27,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:00:a1:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.140.0/27,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:00:a1:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.25.171.0/24,DHCP,43,f1:04:0a:f7:e2:cb
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.246.4.128/25,DHCP,43,f1:04:0a:4b:d1:97
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.17.104.32/27,DHCP,43,31:30:2e:31:37:2e:31:30:34:2e:32:35
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.127.148.80/28,DHCP,43,f1:04:0a:66:03:14
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.210.13.128/25,DHCP,43,01:07:53:69:65:6d:65:6e:73:02:04:00:00:01:69:03:19:73:64:6c:70:3a:2f:2f:31:30:2e:32:31:30:2e:32:37:2e:31:36:3a:31:38:34:34:33:ff
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.67.99.32/27,DHCP,43,f1:04:0a:f7:e2:cb
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.67.52.0/28,DHCP,43,f1:04:0a:f7:e2:cb
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.78.60.128/27,DHCP,43,f1:04:0a:4c:02:06
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.29.194.0/25,DHCP,43,f1:04:0a:f7:e2:cb
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.226.180.0/24,DHCP,43,f1:04:0a:43:52:0a
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.124.138.0/23,DHCP,43,31:30:2e:32:31:32:2e:31:2e:31:30:31
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.26.195.0/25,DHCP,43,f1:04:0a:f7:e2:cb
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.25.62.240/29,DHCP,43,f1:04:0a:f7:e2:cb
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.223.26.64/26,DHCP,43,f1:04:0a:f7:e2:cb
DHCPOPTION,INCOMPATIBLE,NETWORK,10.68.159.64/26,DHCP,43,10.87.128.230
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.67.11.64/27,DHCP,43,f1:04:0a:43:0b:05
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.67.11.128/27,DHCP,43,f1:04:0a:43:0b:05
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.67.11.160/27,DHCP,43,f1:04:0a:43:0b:05
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.25.3.16/28,DHCP,43,f1:04:0a:f7:e2:cb
DHCPOPTION,INCOMPATIBLE,NETWORK,10.144.10.96/27,DHCP,43,10.87.154.230
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.223.175.192/27,DHCP,43,f1:04:0a:f7:e2:cb
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.226.175.0/24,DHCP,43,f1:04:0a:43:52:0a
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.25.112.0/24,DHCP,43,68:74:74:70:73:3a:2f:2f:4c:79:6e:63:45:55:31:57:65:62:49:6e:74:2e:63:61:70:67:65:6d:69:6e:69:2e:63:6f:6d:3a:34:34:33:2f:43:65:72:74:50:72:6f:76:2f:43:65:72:74:50:72:6f:76:69:73:69:6f:6e:69:6e:67:53:65:72:76:69:63:65:2e:73:76:63
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.25.113.0/25,DHCP,43,68:74:74:70:73:3a:2f:2f:4c:79:6e:63:45:55:31:57:65:62:49:6e:74:2e:63:61:70:67:65:6d:69:6e:69:2e:63:6f:6d:3a:34:34:33:2f:43:65:72:74:50:72:6f:76:2f:43:65:72:74:50:72:6f:76:69:73:69:6f:6e:69:6e:67:53:65:72:76:69:63:65:2e:73:76:63
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.25.113.128/26,DHCP,43,68:74:74:70:73:3a:2f:2f:4c:79:6e:63:45:55:31:57:65:62:49:6e:74:2e:63:61:70:67:65:6d:69:6e:69:2e:63:6f:6d:3a:34:34:33:2f:43:65:72:74:50:72:6f:76:2f:43:65:72:74:50:72:6f:76:69:73:69:6f:6e:69:6e:67:53:65:72:76:69:63:65:2e:73:76:63
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.25.113.192/26,DHCP,43,68:74:74:70:73:3a:2f:2f:4c:79:6e:63:45:55:31:57:65:62:49:6e:74:2e:63:61:70:67:65:6d:69:6e:69:2e:63:6f:6d:3a:34:34:33:2f:43:65:72:74:50:72:6f:76:2f:43:65:72:74:50:72:6f:76:69:73:69:6f:6e:69:6e:67:53:65:72:76:69:63:65:2e:73:76:63
DHCPOPTION,VALIDATION_NEEDED,NETWORK,194.3.237.64/27,DHCP,43,68:74:74:70:73:3a:2f:2f:4c:79:6e:63:45:55:31:57:65:62:49:6e:74:2e:63:61:70:67:65:6d:69:6e:69:2e:63:6f:6d:3a:34:34:33:2f:43:65:72:74:50:72:6f:76:2f:43:65:72:74:50:72:6f:76:69:73:69:6f:6e:69:6e:67:53:65:72:76:69:63:65:2e:73:76:63
DHCPOPTION,VALIDATION_NEEDED,NETWORK,194.3.237.96/27,DHCP,43,68:74:74:70:73:3a:2f:2f:4c:79:6e:63:45:55:31:57:65:62:49:6e:74:2e:63:61:70:67:65:6d:69:6e:69:2e:63:6f:6d:3a:34:34:33:2f:43:65:72:74:50:72:6f:76:2f:43:65:72:74:50:72:6f:76:69:73:69:6f:6e:69:6e:67:53:65:72:76:69:63:65:2e:73:76:63
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.25.114.16/28,DHCP,43,68:74:74:70:73:3a:2f:2f:4c:79:6e:63:45:55:31:57:65:62:49:6e:74:2e:63:61:70:67:65:6d:69:6e:69:2e:63:6f:6d:3a:34:34:33:2f:43:65:72:74:50:72:6f:76:2f:43:65:72:74:50:72:6f:76:69:73:69:6f:6e:69:6e:67:53:65:72:76:69:63:65:2e:73:76:63
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.25.114.48/28,DHCP,43,68:74:74:70:73:3a:2f:2f:4c:79:6e:63:45:55:31:57:65:62:49:6e:74:2e:63:61:70:67:65:6d:69:6e:69:2e:63:6f:6d:3a:34:34:33:2f:43:65:72:74:50:72:6f:76:2f:43:65:72:74:50:72:6f:76:69:73:69:6f:6e:69:6e:67:53:65:72:76:69:63:65:2e:73:76:63
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.25.114.64/28,DHCP,43,f1:04:0a:f7:e2:cb
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.67.41.0/24,DHCP,43,68:74:74:70:73:3a:2f:2f:4c:79:6e:63:45:55:31:57:65:62:49:6e:74:2e:63:61:70:67:65:6d:69:6e:69:2e:63:6f:6d:3a:34:34:33:2f:43:65:72:74:50:72:6f:76:2f:43:65:72:74:50:72:6f:76:69:73:69:6f:6e:69:6e:67:53:65:72:76:69:63:65:2e:73:76:63
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.69.80.0/24,DHCP,43,68:74:74:70:73:3a:2f:2f:4c:79:6e:63:45:55:31:57:65:62:49:6e:74:2e:63:61:70:67:65:6d:69:6e:69:2e:63:6f:6d:3a:34:34:33:2f:43:65:72:74:50:72:6f:76:2f:43:65:72:74:50:72:6f:76:69:73:69:6f:6e:69:6e:67:53:65:72:76:69:63:65:2e:73:76:63
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.25.114.128/26,DHCP,43,68:74:74:70:73:3a:2f:2f:4c:79:6e:63:45:55:31:57:65:62:49:6e:74:2e:63:61:70:67:65:6d:69:6e:69:2e:63:6f:6d:3a:34:34:33:2f:43:65:72:74:50:72:6f:76:2f:43:65:72:74:50:72:6f:76:69:73:69:6f:6e:69:6e:67:53:65:72:76:69:63:65:2e:73:76:63
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.25.116.0/26,DHCP,43,68:74:74:70:73:3a:2f:2f:4c:79:6e:63:45:55:31:57:65:62:49:6e:74:2e:63:61:70:67:65:6d:69:6e:69:2e:63:6f:6d:3a:34:34:33:2f:43:65:72:74:50:72:6f:76:2f:43:65:72:74:50:72:6f:76:69:73:69:6f:6e:69:6e:67:53:65:72:76:69:63:65:2e:73:76:63
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.25.115.96/27,DHCP,43,68:74:74:70:73:3a:2f:2f:4c:79:6e:63:45:55:31:57:65:62:49:6e:74:2e:63:61:70:67:65:6d:69:6e:69:2e:63:6f:6d:3a:34:34:33:2f:43:65:72:74:50:72:6f:76:2f:43:65:72:74:50:72:6f:76:69:73:69:6f:6e:69:6e:67:53:65:72:76:69:63:65:2e:73:76:63
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.25.115.128/27,DHCP,43,68:74:74:70:73:3a:2f:2f:4c:79:6e:63:45:55:31:57:65:62:49:6e:74:2e:63:61:70:67:65:6d:69:6e:69:2e:63:6f:6d:3a:34:34:33:2f:43:65:72:74:50:72:6f:76:2f:43:65:72:74:50:72:6f:76:69:73:69:6f:6e:69:6e:67:53:65:72:76:69:63:65:2e:73:76:63
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.25.116.128/27,DHCP,43,68:74:74:70:73:3a:2f:2f:4c:79:6e:63:45:55:31:57:65:62:49:6e:74:2e:63:61:70:67:65:6d:69:6e:69:2e:63:6f:6d:3a:34:34:33:2f:43:65:72:74:50:72:6f:76:2f:43:65:72:74:50:72:6f:76:69:73:69:6f:6e:69:6e:67:53:65:72:76:69:63:65:2e:73:76:63
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.25.115.16/28,DHCP,43,68:74:74:70:73:3a:2f:2f:4c:79:6e:63:45:55:31:57:65:62:49:6e:74:2e:63:61:70:67:65:6d:69:6e:69:2e:63:6f:6d:3a:34:34:33:2f:43:65:72:74:50:72:6f:76:2f:43:65:72:74:50:72:6f:76:69:73:69:6f:6e:69:6e:67:53:65:72:76:69:63:65:2e:73:76:63
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.25.115.32/28,DHCP,43,68:74:74:70:73:3a:2f:2f:4c:79:6e:63:45:55:31:57:65:62:49:6e:74:2e:63:61:70:67:65:6d:69:6e:69:2e:63:6f:6d:3a:34:34:33:2f:43:65:72:74:50:72:6f:76:2f:43:65:72:74:50:72:6f:76:69:73:69:6f:6e:69:6e:67:53:65:72:76:69:63:65:2e:73:76:63
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.70.192.192/28,DHCP,43,68:74:74:70:73:3a:2f:2f:4c:79:6e:63:45:55:31:57:65:62:49:6e:74:2e:63:61:70:67:65:6d:69:6e:69:2e:63:6f:6d:3a:34:34:33:2f:43:65:72:74:50:72:6f:76:2f:43:65:72:74:50:72:6f:76:69:73:69:6f:6e:69:6e:67:53:65:72:76:69:63:65:2e:73:76:63
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.25.115.0/29,DHCP,43,68:74:74:70:73:3a:2f:2f:4c:79:6e:63:45:55:31:57:65:62:49:6e:74:2e:63:61:70:67:65:6d:69:6e:69:2e:63:6f:6d:3a:34:34:33:2f:43:65:72:74:50:72:6f:76:2f:43:65:72:74:50:72:6f:76:69:73:69:6f:6e:69:6e:67:53:65:72:76:69:63:65:2e:73:76:63
DHCPOPTION,VALIDATION_NEEDED,NETWORK,10.67.252.64/29,DHCP,43,68:74:74:70:73:3a:2f:2f:4c:79:6e:63:45:55:31:57:65:62:49:6e:74:2e:63:61:70:67:65:6d:69:6e:69:2e:63:6f:6d:3a:34:34:33:2f:43:65:72:74:50:72:6f:76:2f:43:65:72:74:50:72:6f:76:69:73:69:6f:6e:69:6e:67:53:65:72:76:69:63:65:2e:73:76:63
